time,x,y,z,vx,vy,vz,airspeed,Wz,CL,Phi,CL_cmd,phi_cmd,dist_to_center
0.0,490.0,500.0,490.0,15.0,0.0,0.0,15.0,2.8,0.2,0.0,0.2,0.0,10.0
0.2,492.98808706112123,499.7089510988653,490.5102671244579,14.437884179175969,-2.8302302451366415,5.013090505913838,15.543287272397349,2.859640985290909,0.38752335869860705,0.3940539556593286,0.38752335869860705,0.3940539556593286,7.017950735454557
0.4,495.6138281884489,498.9334867894501,491.9379089118455,11.549811547578615,-4.71016758307341,9.012179756866166,15.388411529956048,2.9097205370225923,0.38752335869860705,0.3940539556593286,0.38752335869860705,0.3940539556593286,4.513973148870386
0.6000000000000001,497.53842018809655,497.92436453290657,493.99853105206904,7.655893373168423,-5.150313617933399,11.295045306304614,14.584803124343788,2.9356023672403193,0.38752335869860705,0.3940539556593286,0.38752335869860705,0.3940539556593286,3.2198816379840416
0.8,498.69617575859405,496.9580129539896,496.33872262200646,4.054917229644152,-4.354597093127576,11.85436529377504,13.263892569717168,2.933807423858645,0.38752335869860705,0.3940539556593286,0.38752335869860705,0.3940539556593286,3.3096288070677553
1.0,499.2316175808642,496.2260831400486,498.6526020155863,1.5088416640629756,-2.9072981663134665,11.118003970615153,11.590470140838821,2.9229730955889766,0.38752335869860705,0.3940539556593286,0.38752335869860705,0.3940539556593286,3.8513452205511602
1.2,499.3808086187905,495.7957165046704,500.73403487316637,0.1901512441898161,-1.425741439902567,9.610858932456837,9.717896149306586,2.9150072999001324,0.38752335869860705,0.3940539556593286,0.38752335869860705,0.3940539556593286,4.249635004993372
1.4,499.36883388307535,495.62526981817666,502.4731301036343,-0.14176015261021824,-0.37554350531052005,7.751047826790083,7.761434872395455,2.9115994687099453,0.38752335869860705,0.3940539556593286,0.38752335869860705,0.3940539556593286,4.420026564502729
1.5999999999999999,499.3448476587577,495.59366597178524,503.82780949563454,-0.05004817913863607,-0.053395010076192684,5.797225056703016,5.797686970284047,2.9109045362357016,0.38752335869860705,0.3940539556593286,0.38752335869860705,0.3940539556593286,4.454773188214922
1.7999999999999998,499.33905278920025,495.591938323396,504.79070102209164,-0.019680792589838427,-0.008838220517073704,3.8333093159481257,3.8333700264223856,2.910853246923494,0.38752335869860705,0.3940539556593286,0.38752335869860705,0.3940539556593286,4.457337653825307
1.9999999999999998,499.33575561678276,495.59085951982934,505.3611345478106,-0.022493463380265567,-0.005534390542253135,1.8716194122309842,1.8717627546282056,2.910822109523682,0.38752335869860705,0.3940539556593286,0.38752335869860705,0.3940539556593286,4.4588945238158795
2.1999999999999997,499.2999929622893,495.59280645190404,505.5434000646424,-0.45639322471742305,0.07620725927454199,-0.01945963040144938,0.4631209336118013,2.9107512132895397,1.2088486428491496,0.1694700914030757,1.2088486428491496,0.1694700914030757,4.462439335523023
2.4,499.0919826632844,495.66272361736753,505.38411700790635,-1.7636462687058825,0.7726322306722159,-1.4321943196203157,2.399706084950073,2.911373904738802,1.2088486428491496,0.1694700914030757,1.2088486428491496,0.1694700914030757,4.431304763059913
2.6,498.5533272119487,495.96804684537517,505.06485732099287,-3.624884820955794,2.4098489919696244,-1.4687212665382532,4.593942129378043,2.9143273476615157,1.2088486428491496,0.1694700914030757,1.2088486428491496,0.1694700914030757,4.283632616924234
2.8000000000000003,497.683057391659,496.6484302990365,504.93865925387746,-4.870891564734825,4.323910581823821,0.46536474179565257,6.529804874413892,2.918510755284485,1.2088486428491496,0.1694700914030757,1.2088486428491496,0.1694700914030757,4.074462235775738
3.0000000000000004,496.71713302749504,497.6228931534182,505.3325644642781,-4.550384835618476,5.18175266427371,3.4460916608303003,7.709222435549412,2.91893742535737,1.2088486428491496,0.1694700914030757,1.2088486428491496,0.1694700914030757,4.053128732131506
3.2000000000000006,495.9455864512302,498.6108281869135,506.26570980946474,-3.0988769135006065,4.521028883969311,5.620970305753328,7.8509902224415296,2.9142840328743307,1.2088486428491496,0.1694700914030757,1.2088486428491496,0.1694700914030757,4.2857983562834585
