time,x,y,z,Airspeed,Wz,dist_to_center,CL_cmd,phi_cmd
0.2,3.949375496802327,0.0,399.8054529890037,19.593618476220996,0.0,704.3196874076519,0.0,0.0
0.4,7.800371834479626,0.0,399.22823508449966,19.39648806959813,0.0,701.6127663934548,0.0,0.0
0.6000000000000001,11.55639963340356,0.0,398.27770226453293,19.394549023604707,0.0,698.9829402346551,0.0,0.0
0.8,15.21981911923696,0.0,396.963070672679,19.569362033583,0.0,696.4279027830414,0.0,0.0
1.0,18.792120267034303,0.0,395.2936588485625,19.899189522713712,0.0,693.9459802586196,0.0,0.0
1.2,22.27410214023647,0.0,393.2790699184919,20.360474727586645,0.0,691.5359957991466,0.0,0.0
1.4,25.666045101590235,0.0,390.92931383760725,20.92934267933176,0.0,689.1971421658441,0.0,0.0
1.5999999999999999,28.96786976541746,0.0,388.25487388590625,21.58284647524012,0.0,686.9288665599436,0.0,0.0
1.7999999999999998,32.17927805800479,0.0,385.26672471927867,22.29983468960955,0.0,684.7307703603874,0.0,0.0
1.9999999999999998,35.2998737441089,0.0,381.9763109474415,23.061443126266578,0.0,682.6025251507946,0.0,0.0
2.1999999999999997,38.3292616444059,0.0,378.3954955849585,23.851284203749486,0.0,680.5438050954541,0.0,0.0
2.4,41.26712620139466,0.0,374.5364871852952,24.655426654950688,0.0,678.5542347546931,0.0,0.0
2.6,44.11329098859536,0.0,370.41175342314995,25.462248079186107,0.0,676.6333508283856,0.0,0.0
2.8000000000000003,46.86776127254896,0.0,366.0339276420499,26.262221947372343,0.0,674.7805760201991,0.0,0.0
3.0000000000000004,49.53075194347729,0.0,361.4157136226056,27.047679864023593,0.0,672.9952031364035,0.0,0.0
3.2000000000000006,52.102703134699176,0.0,356.5697926527172,27.812573579939937,0.0,671.2763875925053,0.0,0.0
3.400000000000001,54.58428573371492,0.0,351.50873593872296,28.552250031833346,0.0,669.6231466394698,0.0,0.0
3.600000000000001,56.97639880421193,0.0,346.2449244991844,29.26324564061585,0.0,668.0343637991123,0.0,0.0
3.800000000000001,59.280160723129285,0.0,340.79047792862235,29.94310199503711,0.0,666.5087971904278,0.0,0.0
4.000000000000001,61.49689561183688,0.0,335.1571927981219,30.590202826377705,0.0,665.0450906202198,0.0,0.0
4.200000000000001,63.628116418382135,0.0,329.35649096152616,31.203631084631855,0.0,663.6417864937146,0.0,0.0
4.400000000000001,65.67550579637786,0.0,323.399377647092,31.783044464061742,0.0,662.2973397691042,0.0,0.0
4.600000000000001,67.64089573002212,0.0,317.296408921789,32.32856759744442,0.0,661.0101323316743,0.0,0.0
4.800000000000002,69.52624667653997,0.0,311.05766790576473,32.84069917298271,0.0,659.7784872973558,0.0,0.0
5.000000000000002,71.33362683827555,0.0,304.69274897510087,33.320232333459515,0.0,658.600682872123,0.0,0.0
5.200000000000002,73.06519203706364,0.0,298.21074910968593,33.76818684706744,0.0,657.4749654932493,0.0,0.0
5.400000000000002,74.72316654300148,0.0,291.6202655085238,34.18575167176129,0.0,656.39956206202,0.0,0.0
5.600000000000002,76.30982510744452,0.0,284.929398596827,34.57423666122344,0.0,655.3726911464073,0.0,0.0
5.8000000000000025,77.82747636471183,0.0,278.1457595787401,34.93503227803862,0.0,654.3925730878889,0.0,0.0
6.000000000000003,79.27844769711183,0.0,271.2764817386604,35.26957628846703,0.0,653.4574389905986,0.0,0.0
6.200000000000003,80.6650716018504,0.0,264.3282347563157,35.57932651411622,0.0,652.5655386048832,0.0,0.0
6.400000000000003,81.98967355447255,0.0,257.3072413706273,35.86573880971553,0.0,651.7151471425967,0.0,0.0
6.600000000000003,83.25456133004788,0.0,250.21929580067425,36.13024952373162,0.0,650.9045710795176,0.0,0.0
6.800000000000003,84.46201571874673,0.0,243.06978340550154,36.37426178011171,0.0,650.1321530123911,0.0,0.0
7.0000000000000036,85.6142825552881,0.0,235.8637011356602,36.59913499518828,0.0,649.3962756454403,0.0,0.0
7.200000000000004,86.71356597063159,0.0,228.60567839653424,36.80617711380026,0.0,648.6953649847604,0.0,0.0
7.400000000000004,87.76202276804182,0.0,221.2999980055958,36.99663911302013,0.0,648.027892819666,0.0,0.0
7.600000000000004,88.76175782323926,0.0,213.9506169821029,37.171711380579836,0.0,647.3923785685403,0.0,0.0
7.800000000000004,89.71482040887729,0.0,206.56118695814928,37.332521628264075,0.0,646.7873905636378,0.0,0.0
8.000000000000004,90.62320134630419,0.0,199.13507404439994,37.48013404835092,0.0,646.2115468451091,0.0,0.0
8.200000000000003,91.48883089186586,0.0,191.6753780225048,37.615549463853576,0.0,645.6635155296407,0.0,0.0
8.400000000000002,92.31357727037035,0.0,184.18495076941232,37.73970626113007,0.0,645.1420148138566,0.0,0.0
