time,x,y,z,Airspeed,Wz,dist_to_center,CL_cmd,phi_cmd
8.600000000000001,93.09924577437367,0.0,176.66641384702908,37.8534819267021,0.0,644.6458126672223,0.0,0.0
8.8,93.84757835433423,0.0,169.12217521435352,37.95769503920694,0.0,644.1737262638384,0.0,0.0
9.0,94.56025363118155,0.0,161.55444503883655,38.05310759266079,0.0,643.7246211973035,0.0,0.0
9.2,95.23888726926867,0.0,153.96525059976332,38.140427549004784,0.0,643.2974105178878,0.0,0.0
9.399999999999999,95.88503265389431,0.0,146.35645028936796,38.22031153659497,0.0,642.8910536266188,0.0,0.0
9.599999999999998,96.5001818234976,0.0,138.72974672760998,38.293367627231,0.0,642.504555056593,0.0,0.0
9.799999999999997,97.08576661218436,0.0,131.08669901445316,38.36015813782101,0.0,642.1369631678986,0.0,0.0
9.999999999999996,97.64315996340402,0.0,123.42873414944567,38.421202414153925,0.0,641.787368778971,0.0,0.0
10.199999999999996,98.1736773803425,0.0,115.75715765272122,38.47697956377392,0.0,641.4549037539873,0.0,0.0
10.399999999999995,98.67857848292935,0.0,108.07316342450238,38.52793111287455,0.0,641.1387395630389,0.0,0.0
10.599999999999994,99.15906864528296,0.0,100.37784288203179,38.57446356867875,0.0,640.8380858292654,0.0,0.0
10.799999999999994,99.61630069095399,0.0,92.67219341379315,38.61695087414416,0.0,640.5521888748773,0.0,0.0
10.999999999999993,100.05137662649392,0.0,84.95712619109399,38.65573674620852,0.0,640.2803302760148,0.0,0.0
11.199999999999992,100.46534939669833,0.0,77.23347337671444,38.69113689232132,0.0,640.0218254346505,0.0,0.0
11.399999999999991,100.85922464737804,0.0,69.5019947695146,38.72344110282831,0.0,639.7760221742388,0.0,0.0
11.59999999999999,101.23396248372296,0.0,61.76338392274032,38.75291521900332,0.0,639.5422993645009,0.0,0.0
11.79999999999999,101.59047921426843,0.0,54.01827377236684,38.779802978254125,0.0,639.3200655796096,0.0,0.0
11.99999999999999,101.92964907217862,0.0,46.267241810242105,38.80432773935317,0.0,639.1087577930683,0.0,0.0
12.199999999999989,102.25230590705013,0.0,38.51081483509966,38.82669409153093,0.0,638.9078401117479,0.0,0.0
12.399999999999988,102.5592448417319,0.0,30.74947331275101,38.84708935198141,0.0,638.7168025508444,0.0,0.0
12.599999999999987,102.85122388978017,0.0,22.98365537497986,38.86568495681815,0.0,638.5351598509244,0.0,0.0
12.799999999999986,103.12896553013401,0.0,15.213760484875118,38.88263775082745,0.0,638.3624503377227,0.0,0.0
